Neutron_Porosity,Deep_Resistivity,Medium_Resistivity,Gamma_Ray,Density,DTC
0.1014,5.397,4.6663,17.8581,2.544,65.0064
0.1038,5.5924,4.8591,17.7092,2.5551,64.2267
0.1031,5.7881,5.052,15.6625,2.5648,63.4818
0.0942,5.9585,5.2185,14.3209,2.5606,62.7775
0.0887,6.2564,5.4513,11.9481,2.5492,62.1114
0.0854,7.122000000000001,6.0679,10.3399,2.5378,61.3669
0.0818,8.3883,7.0073,10.4096,2.546,60.9476
0.0755,8.1854,6.8883,10.0948,2.5455,61.1263
0.0717,10.9457,8.7654,10.5206,2.5312,62.0507
0.07400000000000001,11.5841,9.2422,10.3821,2.5331,62.7375
0.0762,5.8604,4.9971,11.1397,2.5555,63.0265
0.0725,4.3801,3.7537,15.9163,2.5599,62.8431
0.0679,4.5299,3.8582,20.1158,2.5534,62.4131
0.0758,14.5619,12.3759,18.9739,2.563,61.9
0.0849,15.7982,14.2276,13.2993,2.5639999999999996,61.4224
0.0824,7.9488,6.6237,10.2053,2.5422,61.3583
0.0784,4.2369,3.5994,9.8376,2.5313,61.7809
0.0773,3.8555,3.3377,8.9442,2.525,62.5064
0.0829,4.3594,3.8293,8.305,2.5211,63.5878
0.0884,4.5202,3.9728,9.2135,2.5188,64.3481
0.0859,4.7812,4.2449,10.8717,2.4930000000000003,65.1441
0.0844,4.1079,3.5868,12.2101,2.4711,65.9408
0.0941,3.2525,2.8007,14.0476,2.4699,66.8018
0.1085,3.4549,3.0012,16.8997,2.4733,67.6163
0.1135,3.6957,3.2002,18.1242,2.4885,67.6166
0.1141,3.6473,3.1423,17.5621,2.5142,66.7004
0.1174,3.5142,3.0549,18.6989,2.525,65.2271
0.113,4.855,4.2343,19.1581,2.5237,63.6498
0.1019,12.8808,10.9452,16.6547,2.5525,62.3933
0.1011,11.6206,9.6235,15.9105,2.5639999999999996,61.8775
0.0955,7.3109,6.3475,16.6942,2.5427,62.3236
0.0741,5.8164,5.1945,17.872,2.5381,63.3222
0.0649,5.771,5.1642,19.4351,2.5382,64.7304
0.0785,5.7251,5.1338,18.2574,2.5339,66.0462
0.0951,7.7188,6.7592,16.9897,2.537,67.2033
0.1036,6.0252,5.3135,18.8407,2.5314,67.3805
0.1191,3.0763,2.6584,24.6906,2.5199,66.8252
0.1271,2.7,2.4954,29.7977,2.5256,65.3146
0.1188,2.9819,2.7430000000000003,28.1583,2.5419,63.3729
0.1054,10.4147,8.8685,19.0472,2.5365,62.0404
0.0814,8.9105,7.7168,12.8778,2.5335,61.5518
0.0732,7.2771,6.4748,12.032,2.5537,61.9602
0.0813,5.5988,5.0601,11.9805,2.562,62.8898
0.0811,4.4065,3.9404,12.9945,2.5578,64.0431
0.0821,4.6063,4.1479,14.8088,2.5523,64.7369
0.0949,4.8116,4.3943,15.5084,2.5139,65.5059
0.1033,4.0815,3.6711,15.2678,2.4847,66.69
0.1062,3.6958,3.2680000000000002,15.6534,2.4852,68.632
0.1116,3.2346,2.8209,17.7824,2.5016,69.9126
0.1319,2.7902,2.3933,26.0829,2.4899,70.7945
0.1375,5.3898,4.9367,24.6327,2.4796,70.7546
0.1297,4.6984,4.2219,19.0079,2.485,70.4512
0.121,4.4921,3.9731,14.9653,2.4673,69.9863
0.1218,5.1725,4.6223,12.6579,2.4285,69.6072
0.1304,5.5642,4.9423,10.568,2.4101,69.587
0.1329,5.7291,5.084,9.102,2.4292,69.8454
0.1428,5.6146,4.9695,8.9768,2.4504,70.0405
0.1616,5.8689,5.1615,9.2891,2.4159,69.8062
0.1643,6.8794,5.9753,9.1344,2.383,69.1743
0.1524,6.7808,5.9153,9.0994,2.4148,68.4892
0.1341,7.0934,6.1871,9.7156,2.4492,68.0177
0.1263,8.5872,7.3224,10.5306,2.4654,67.7353
0.1216,6.6431,5.8408,11.418,2.4994,67.7758
0.1123,4.5425,4.0166,12.5796,2.5134,68.0331
0.1129,3.937,3.466,14.1905,2.4894,68.3453
0.1162,3.4444,2.9809,15.5154,2.4631,68.4865
0.1152,4.6677,4.1555,17.1736,2.4526,68.1118
0.1231,6.4799,5.721,16.0528,2.4506,67.3939
0.1319,7.2516,6.4285,13.8169,2.46,66.4658
0.1339,7.4429,6.5556,11.0012,2.4681,66.0421
0.1278,7.6009,6.5716,9.0086,2.452,66.2193
0.1235,8.4009,7.3616,9.0962,2.4413,67.0406
0.1223,8.4893,7.3476,9.3442,2.4417,67.9568
0.1194,5.0138,4.5318,11.3823,2.4561,68.8393
0.1198,3.0127,2.5807,18.9411,2.4730000000000003,69.1331
0.124,2.6725,2.1637,25.2192,2.485,69.1942
0.1287,5.8085,5.0816,27.3456,2.5093,69.1881
0.1367,5.3911,4.7809,26.2851,2.53,69.4536
0.1545,4.0169,3.5256,24.03,2.5299,69.8756
0.1676,3.3943,2.9444,24.6633,2.5073,70.2686
0.1533,2.6055,2.211,27.9434,2.4896,70.6606
0.133,2.7355,2.4702,29.6533,2.4958,70.8507
0.1258,3.1802,2.8264,28.074,2.5128,70.6275
0.1343,5.5727,5.0538,23.759,2.5188,70.0724
0.1469,4.5088,4.0293,21.4343,2.5177,69.077
0.147,3.295,2.8502,22.2938,2.5116,67.9407
0.1236,3.3759,2.8804,25.1374,2.51,66.6507
0.1112,4.776,4.2694,26.1778,2.5127,65.645
0.1241,5.787999999999999,5.2302,22.5518,2.5206,64.7525
0.1361,5.6129,5.0853,16.3946,2.5129,64.32300000000001
0.1333,4.5071,4.0154,14.2914,2.5172,64.4248
0.1136,3.3489999999999998,2.9142,16.5276,2.5292,65.2887
0.1035,4.0427,3.5703,19.0367,2.519,66.4876
0.1144,4.6552,4.1548,21.0242,2.5086,67.8608
0.1283,3.4012,2.9813,23.6493,2.5065,68.923
0.1323,3.213,2.8181,25.5669,2.5018,69.333
0.1361,3.488,3.0423,26.7837,2.4991,69.0897
0.1452,4.2753,3.778,26.8356,2.5034,68.0231
0.1411,5.6462,5.1129,24.4931,2.517,66.5863
0.1209,6.7223,6.0108,21.0551,2.5287,65.0344
0.1049,6.9306,6.1645,15.6501,2.5281,64.1324
0.1066,6.2812,5.6389,12.7208,2.5303,64.2126
0.1067,5.3692,4.8347,14.4515,2.5269999999999997,65.7997
0.1049,4.4511,3.9291,19.9525,2.5224,67.9949
0.1408,2.6048,2.1355,33.3394,2.5175,70.4965
0.1324,4.9959,4.3544,37.5358,2.5336,69.4797
0.113,8.932,7.36,39.4306,2.5629,67.4289
0.0925,14.6711,12.672,32.3278,2.5691,65.7508
0.0919,9.2073,7.3771,20.1064,2.5692,64.3772
0.1057,5.2405,4.4009,15.1671,2.5832,63.5903
0.1042,3.6315,2.9892,17.6631,2.5595,63.0983
0.0983,5.6781,4.8842,21.8518,2.5514,63.1817
0.0937,8.962,7.3847,20.6888,2.552,63.0817
0.0943,9.7281,8.0615,17.7145,2.5374,63.336999999999996
0.1014,6.6446,5.696000000000001,16.1644,2.5419,64.3475
0.1059,4.1183,3.5215,15.8336,2.5571,65.7238
0.1084,3.2785,2.7878,19.2937,2.5636,66.4107
0.1088,3.1724,2.7396,27.8071,2.5641,66.6173
0.1033,5.8064,5.1862,33.058,2.5660000000000003,66.3516
0.1013,8.012,6.9453,30.2753,2.5622,65.9329
0.1036,6.5342,5.8153,24.0232,2.5828,65.3193
0.1057,4.4239999999999995,3.9084,21.1288,2.6008,64.7989
0.1109,3.6114,3.1633,19.757,2.5768,64.5235
0.1095,3.1398,2.7688,18.0157,2.5693,64.6354
0.0986,3.0229,2.6579,14.4625,2.5661,64.467
0.084,2.9210000000000003,2.552,8.9775,2.5483,64.0385
0.0795,7.9591,6.8048,6.5626,2.5287,63.5062
0.0817,10.1656,8.6108,5.9021,2.5125,63.045
0.084,3.5918,3.185,5.0836,2.5149,62.9935
0.0854,2.6025,2.2911,4.9117,2.5214,62.9822
0.0853,3.1536,2.782,5.1485,2.5272,62.6283
0.083,4.0569,3.6883,5.7066,2.5429,61.7218
0.0816,4.9214,4.5509,6.172999999999999,2.5638,60.7987
0.0794,6.8987,6.2193,6.5413,2.5681,59.8266
0.0696,7.6338,6.7127,6.9667,2.5691,59.048
0.0615,7.9928,6.9469,7.3089,2.5726,58.3812
0.0589,7.6354,6.7119,7.5571,2.5784,57.9438
0.0588,7.6904,6.6817,7.4029,2.5988,57.7431
0.0587,8.5351,7.2387,7.2582,2.6139,57.5699
0.0569,10.2158,8.5562,6.8841,2.6289,57.6856
0.0561,9.321,7.9349,6.7937,2.6259,58.3393
0.0577,6.7921,6.0332,7.9898,2.6057,60.1915
0.0613,3.3462,2.9626,11.9217,2.583,62.9715
0.0644,2.6522,2.2405,18.1668,2.5687,65.8001
0.1209,2.866,2.5669,29.529,2.5892,71.6377
0.1038,3.5982,3.1732,29.759,2.6067,72.3101
0.0925,4.1886,3.6934,27.7237,2.6265,72.3784
0.0941,2.8728,2.5529,25.392,2.6242,72.2308
0.1028,2.8731,2.5947,24.9834,2.595,71.7772
0.1048,3.4952,3.1209,24.7062,2.5689,71.5832
0.1057,3.647,3.2755,23.471,2.5762,71.362
0.1011,3.2546,2.9322,21.4241,2.5716,71.024
0.0967,3.2233,2.9478,20.1026,2.5568,70.8822
0.0974,3.2843,3.0122,20.3794,2.5602,70.9603
0.1001,3.0472,2.7282,21.5546,2.5763,71.4246
0.0998,2.9192,2.6067,22.2866,2.5747,72.0201
0.1011,2.8694,2.5695,22.1892,2.5725,72.818
0.1256,2.7872,2.5514,29.3047,2.5821,76.1306
0.1241,2.8897,2.6322,29.0664,2.5679,75.4442
0.1174,2.997,2.7167,27.0694,2.5547,74.9329
0.1183,2.6836,2.4489,23.1415,2.5526,74.8906
0.1267,2.8569,2.5956,31.5326,2.5533,77.1258
0.1325,3.2327,2.948,28.8797,2.5471,75.9272
0.1392,2.9938,2.7016,22.4163,2.5421,74.4197
0.1366,3.2287,2.9197,19.2654,2.5380000000000003,72.6693
0.1172,3.4074,3.0780000000000003,18.7054,2.5572,71.8789
0.1037,3.1401,2.8446,19.1012,2.5701,71.7449
0.10300000000000001,2.7989,2.5227,21.6008,2.5603,72.4112
0.1068,2.7027,2.5197,26.2055,2.5505,76.2293
0.1241,2.6741,2.432,29.4831,2.5345,77.0319
0.1306,2.7626,2.4846,29.0888,2.5503,75.8172
0.1272,2.7791,2.5003,21.511,2.548,72.6846
0.1115,2.9771,2.6675,18.6476,2.5413,71.3087
0.1055,3.3071,3.0285,17.9371,2.5572,70.1662
0.1082,3.425,3.0765,18.0334,2.5693,69.6242
0.1057,3.3679,3.0081,17.843,2.5646,69.905
0.1027,3.3085,2.9074,18.044,2.5546,71.0139
0.1028,3.2701,2.9186,18.7454,2.5667,72.7506
0.10800000000000001,2.8773,2.5694,21.8392,2.5758,74.3335
0.1211,2.6684,2.3928,28.2447,2.5698,75.2779
0.1313,2.7336,2.4697,32.9076,2.5618,75.4164
0.1204,3.051,2.6705,32.3528,2.5816,72.718
0.1176,6.0879,5.534,29.5142,2.5969,70.837
0.1174,6.2365,5.6823,26.1306,2.6083,69.6357
0.1011,5.6075,5.1353,26.0197,2.6075,68.5513
0.0863,4.9165,4.4588,27.4984,2.608,67.5295
0.085,5.0836,4.6255,27.0349,2.6043,66.827
0.0854,5.9941,5.4413,27.4791,2.6088,66.6826
0.0837,5.357,4.8753,27.433000000000003,2.6209,66.6973
0.0835,4.375,3.9562,27.1338,2.6107,66.6531
0.0854,4.0748,3.6675,27.3702,2.5934,66.6147
0.0882,4.2843,3.8965,28.6057,2.5882,66.9216
0.0918,4.3596,3.9930000000000003,30.5475,2.585,67.6816
0.0932,4.2865,3.9544,30.1323,2.5925,69.2238
0.0924,2.8713,2.5822,28.4609,2.5957,71.2354
0.1298,3.8819,3.5669999999999997,33.8723,2.5421,77.3646
0.1264,3.6514,3.3459,32.0308,2.5495,77.818
0.1553,3.1871,2.8474,42.434,2.5333,79.5428
0.1558,2.842,2.5540000000000003,38.9555,2.5562,79.5222
0.1567,2.6502,2.3563,38.9494,2.5669999999999997,79.9554
0.1546,3.219,2.8501,39.7517,2.5354,77.733
0.1568,3.5269999999999997,3.1068,35.3551,2.5453,76.176
0.1531,3.6359,3.1978,32.7418,2.5547,74.5023
0.1342,3.7761,3.3365,30.609,2.5647,73.3598
0.1097,3.2083,2.7881,29.3185,2.5635,72.7466
0.1045,3.4284,2.9932,28.8947,2.5501,72.5155
0.11199999999999999,4.1774,3.7102,27.8263,2.5579,72.3419
0.1163,3.9375,3.4779,26.6213,2.5669999999999997,72.4348
0.1152,3.5011,3.0656,25.9389,2.5660000000000003,72.8238
0.1123,3.9724,3.5097,27.1074,2.5693,73.36
0.1147,3.2953,2.8706,29.2561,2.5682,74.045
0.1178,2.8274,2.4593,30.4542,2.5713,74.6416
0.1149,2.897,2.5399,32.722,2.5687,75.2295
0.1138,3.0523,2.6791,35.5535,2.5652,75.517
0.1209,3.1268,2.7414,35.9022,2.5544,75.7101
0.1286,3.3332,2.9142,34.2862,2.5396,76.0266
0.1325,3.138,2.7455,33.6435,2.5292,76.4128
0.1325,2.8552,2.4959,33.7501,2.535,76.8389
0.1428,2.8309,2.4913,36.8521,2.5399,76.6815
0.1469,3.3386,2.9311,36.3512,2.5524,75.9202
0.1454,3.7124,3.2529,34.2377,2.5456,75.3499
0.1351,3.3314,2.9075,32.3624,2.5339,74.9974
0.1251,2.8354,2.4666,32.1664,2.5444,74.8768
0.1272,2.8489999999999998,2.4782,33.8802,2.5488,74.8882
0.1357,2.9433,2.5544,35.1153,2.5364,74.9905
0.1445,3.8026,3.3423,33.3397,2.5432,75.0957
0.1446,4.923,4.4259,31.0034,2.5582,74.9504
0.1349,3.5792,3.1171,31.215,2.5601,74.6035
0.1233,3.2647,2.8293,32.5052,2.5664,74.1098
0.1198,2.9358,2.5282,34.5915,2.5776,73.9052
0.1224,3.5182,3.0649,35.9398,2.569,74.1999
0.1302,4.697,4.1919,36.4086,2.5602,74.61
0.138,3.7245,3.264,37.028,2.5572,74.9206
0.1418,2.6004,2.2354,37.7627,2.5529,75.0136
0.1444,2.737,2.3742,38.4991,2.5569,74.8926
0.1452,3.0109,2.6087,38.5248,2.5622,74.3974
0.1412,3.612,3.1451,36.5838,2.5559,73.5176
0.1323,4.6145,4.0912,35.0486,2.5582,72.6862
0.1263,4.4141,3.8909,34.3528,2.5678,72.2971
0.1265,3.7404,3.2389,34.2813,2.5599,72.1474
0.133,3.7338,3.2289999999999996,34.9265,2.5509,72.0254
0.1377,3.727,3.2185,34.8685,2.5469,71.921
0.1325,3.5989,3.1012,34.9775,2.5532,71.8283
0.1285,3.6830000000000003,3.1752,34.2897,2.5645,71.7133
0.1301,4.285,3.7409,33.1812,2.5619,71.5503
0.1342,4.1385,3.5905,33.7782,2.5595,71.2247
0.1337,3.9196,3.383,34.4112,2.5635,70.8061
0.1322,3.8147,3.2777,33.8124,2.5791,70.2892
0.1308,4.6639,4.1129,31.4197,2.5821,69.9079
0.1211,6.415,5.6927,27.6572,2.5746,69.6814
0.1087,5.9182,5.2755,27.3251,2.574,69.87100000000001
0.1032,4.4987,3.9212,30.0711,2.5671,70.3112
0.099,3.966,3.4023,33.1071,2.5625,70.9283
0.1014,3.7491,3.2072,33.1966,2.5593,71.2794
0.1175,3.7826,3.2257,31.4329,2.5507,71.4535
0.1275,4.3459,3.7594,31.8584,2.5487,71.4244
0.1258,4.5194,3.9194,34.0586,2.546,71.2687
0.1218,3.6586,3.0903,34.8635,2.5459,70.911
0.1189,3.4347,2.8873,34.3403,2.559,70.1826
0.1167,4.0795,3.4906,33.4276,2.5659,69.6038
0.1163,5.6242,4.9794,30.5584,2.5633,69.2568
0.1214,5.7742,5.1189,27.5967,2.5619,69.165
0.1202,4.9175,4.2815,27.3354,2.5742,69.2337
0.1079,4.1866,3.5571,27.8155,2.589,69.3123
0.1034,4.2239,3.5903,26.5491,2.5888,69.0444
0.1018,5.4159,4.7528,24.3213,2.5771,68.2911
0.0977,6.6097,5.7735,22.44,2.5806,66.9363
0.0943,6.0774,5.3536,20.8702,2.5833,65.7413
0.0926,5.8635,5.2003,19.3861,2.5832,65.0614
0.0886,6.8117,5.9214,18.128,2.5889,64.9073
0.0851,7.1246,6.1655,18.0608,2.5832,65.0943
0.0859,6.3804,5.6033,19.7488,2.5951,65.8363
0.0881,5.6873,5.0829,23.2157,2.6049,67.155
0.0888,5.3709,4.8589,25.2717,2.5919,69.3102
0.0932,6.6676,5.9488,26.3702,2.5757,71.3559
0.1056,5.2638,4.7059,28.3305,2.5622,73.1257
0.1088,2.7816,2.4169,32.3207,2.5508,74.4341
0.1298,2.9886,2.7089999999999996,44.9237,2.5656,74.1538
0.1394,3.272,2.9349,41.5134,2.5665,72.7115
0.1403,3.1889999999999996,2.8471,37.9743,2.5735,71.7936
0.1293,2.9282,2.5935,35.0606,2.5826,71.7866
0.1139,3.6239,3.2352,30.8467,2.5739,72.8407
0.1133,6.9168,6.2192,30.0072,2.5911,75.1199
0.1248,3.2629,2.8711,32.7154,2.5943,77.4767
0.1338,3.3974,3.0425,37.6484,2.5878,76.5237
0.1296,4.0425,3.6369,38.9112,2.5853,76.1231
0.1241,3.0573,2.7394,35.6595,2.5882,75.4391
0.1108,4.4452,4.0554,34.2951,2.5635,76.4189
0.1172,3.6604,3.2872,37.1503,2.5603,77.5891
0.1372,3.1896,2.8534,33.4021,2.5613,73.8461
0.1282,4.2492,3.8582,34.1451,2.5735,74.0959
0.1264,3.9237,3.5389999999999997,34.7185,2.5792,74.8493
0.1296,2.7083,2.3969,37.6065,2.5719,75.8752
0.1334,2.6034,2.3361,40.8379,2.5652,76.3448
0.133,2.6727,2.4148,40.8565,2.5673,76.3745
0.1366,3.5308,3.1904,39.3634,2.5469,77.4706
0.0951,4.3096,3.8968,29.397,2.5841,71.9514
0.0696,6.357,5.8341,24.0912,2.5931,68.2887
0.0732,4.715,4.3367,19.8818,2.5899,65.7778
0.0827,4.7208,4.3346,16.0576,2.5961,64.3907
0.0773,5.3931,4.9765,14.4832,2.5993,64.0123
0.0699,5.8376,5.3605,14.1751,2.6060000000000003,63.9957
0.0669,5.1804,4.8306,14.6153,2.6082,64.2311
0.0672,4.8644,4.5708,14.825999999999999,2.6116,64.812
0.0711,5.0404,4.7515,15.7734,2.6205,65.6183
0.0792,4.9562,4.6913,17.9345,2.6117,66.6738
0.084,3.8479,3.573,19.3574,2.5911,67.7584
0.0782,3.165,2.9238,19.6812,2.5860000000000003,68.9992
0.0743,4.2012,3.972,20.7335,2.5935,69.7961
0.0785,3.8209,3.5554,20.1131,2.6068,70.3223
0.0816,3.5355,3.233,18.7745,2.6018,70.5236
0.0849,4.8660000000000005,4.6204,20.4968,2.5897,70.6311
0.09300000000000001,5.0819,4.7284,24.054000000000002,2.5989999999999998,70.7808
0.0973,4.9773,4.5685,24.4748,2.6208,71.1376
0.0941,4.7547,4.3277,22.8067,2.6164,71.8557
0.0912,3.6936,3.2632,23.009,2.5980000000000003,73.0732
0.0936,3.2052,2.7855,24.4557,2.5767,74.2437
0.1055,3.0843,2.667,24.4191,2.568,75.4158
0.1177,3.4356,2.9642,24.7839,2.5669,75.2993
0.1225,4.0204,3.5069999999999997,26.3799,2.5678,74.5048
0.1245,3.4807,2.9954,25.8396,2.5875,72.6437
0.1203,2.9789999999999996,2.5686,23.6561,2.5914,71.1744
0.1133,2.9083,2.4976,21.3646,2.5896,70.0313
0.0775,3.1953,2.7591,19.16,2.5909,69.3901
0.0778,5.1098,4.5376,20.9169,2.5841,68.9841
0.0941,3.8843,3.3411,23.2309,2.5847,68.6037
0.1002,3.2711,2.7718,23.4246,2.6037,68.3314
0.0959,3.535,3.0415,21.6146,2.6163,68.2328
0.0916,3.8242,3.3393,20.8895,2.611,68.3432
0.0863,4.2764,3.8097,18.6341,2.6095,68.6665
0.0812,5.3822,4.8894,16.0368,2.6142,69.0589
0.0809,4.9883,4.5309,18.3453,2.6103,69.3108
0.08199999999999999,4.0301,3.5646,24.0087,2.6,68.9188
0.0811,3.3993,2.9514,26.5509,2.5934,68.1209
0.086,3.238,2.8211,25.3355,2.5957,67.3741
0.0886,4.5453,4.1068,20.0001,2.6165,66.7556
0.0796,4.8956,4.4617,14.9437,2.6133,66.6589
0.0741,4.7627,4.3302,14.6383,2.5979,67.2363
0.0785,4.6313,4.1864,16.9734,2.6014,68.2824
0.0875,3.6424,3.2149,19.0931,2.5948,69.3998
0.0929,3.3808,2.9849,20.7161,2.5822,70.1892
0.094,3.5926,3.1831,21.0204,2.5959,70.7065
0.094,3.5348,3.1264,21.1405,2.6039,70.8055
0.0928,3.7433,3.312,21.9311,2.6101,70.9168
0.0902,3.6171,3.1865,23.0563,2.616,71.0132
0.0911,3.0648,2.6887,22.7675,2.6149,71.2185
0.0944,3.0344,2.6738,21.63,2.6137,71.574
0.0953,3.0268,2.6649,23.0842,2.6134,72.3578
0.0988,3.0745,2.7067,24.9178,2.5987,73.3465
0.1079,3.2498,2.8487,26.1985,2.5911,74.2909
0.1154,3.1521,2.7688,27.9266,2.5860000000000003,74.2394
0.1157,2.7946,2.4517,28.4972,2.5747,73.666
0.1095,2.8265,2.4757,24.6551,2.5576,72.6353
0.1068,3.5931,3.1384,24.9394,2.5540000000000003,72.8506
0.1061,4.0854,3.6097,26.986,2.5645,72.8875
0.107,3.6221,3.1568,28.7298,2.563,72.5673
0.1112,3.2494,2.8082,28.7248,2.5671,71.8096
0.1201,3.4760000000000004,2.9958,24.8055,2.5752,70.8645
0.1244,3.5877,3.1127,19.1313,2.5862,69.8976
0.1172,3.5356,3.0647,17.5553,2.593,69.615
0.0997,3.1605,2.7282,18.492,2.5849,69.9654
0.0918,2.6631,2.3074,19.6064,2.5801,71.0831
0.1529,2.7178,2.431,40.7517,2.5741,83.0292
0.1618,2.9642,2.6521,43.18600000000001,2.5744,82.4468
0.1794,3.2116,2.8726,41.2808,2.5926,81.50399999999999
0.1841,3.4573,3.0933,34.4525,2.5869,80.9627
0.1759,3.7702,3.3866,28.3284,2.5762,81.0605
0.1503,3.3852,3.0348,27.5664,2.5795,81.407
0.1726,2.6913,2.4277,36.7087,2.5417,76.4692
0.1555,2.7578,2.4719,34.016999999999996,2.5481,75.1454
0.1293,2.9247,2.6180000000000003,31.5863,2.5753,74.8428
0.1204,3.2002,2.839,29.1422,2.6398,75.0389
0.1174,2.9297,2.5993,27.1515,2.6948,75.2123
0.1101,2.7965,2.4909,26.7894,2.6802,75.6211
0.1092,2.6396,2.3725,27.4614,2.6289999999999996,76.5733
0.1697,3.2471,2.9821,38.5521,2.5481,78.0317
0.1582,4.4517,4.155,35.8753,2.5833,75.6721
0.1184,4.6682,4.3495,33.177,2.6315,74.1882
0.0993,3.7271,3.3948,28.4482,2.6722,75.2939
0.0953,2.7169,2.4025,27.0849,2.7019,77.8215
0.1494,2.697,2.4768,35.4954,2.5457,80.7521
0.1439,2.6583,2.4212,35.3713,2.5428,79.7272
0.1538,2.8931,2.6060000000000003,45.1309,2.5174,79.8857
0.1521,2.681,2.4124,45.8785,2.5234,80.3677
0.1586,2.7578,2.4842,43.3869,2.5377,78.7975
0.1538,2.9175,2.6221,41.6007,2.5427,78.3692
0.14300000000000002,2.7678,2.4826,41.0834,2.5605,78.5371
0.1337,2.6354,2.3673,40.1966,2.5705,79.2226
0.1318,2.6445,2.3902,40.7047,2.5724,80.062
0.139,2.6722,2.4266,42.0454,2.5699,80.5349
0.1385,2.6827,2.1088,51.9579,2.5375,81.325
0.1375,2.8454,2.3757,52.365,2.5437,81.7092
0.1351,2.9692,2.6372,52.8911,2.5464,82.2671
0.1393,2.6774,2.3566,55.2902,2.5345,82.6764
0.1487,2.9617,2.6261,49.4611,2.6037,72.6457
0.1409,3.443,3.0261,40.2332,2.6097,71.7771
0.1202,3.8221,3.3661,33.576,2.6039999999999996,71.2887
0.10099999999999999,4.2277,3.7452,31.918000000000003,2.5938,70.9926
0.1015,4.4214,3.9401,28.7829,2.5952,70.7883
0.1065,4.6737,4.1877,27.4687,2.6056,70.7829
0.1073,4.2277,3.7618,29.1484,2.6121,70.771
0.1042,3.8316,3.3299,31.0397,2.6122,70.742
0.1046,3.9485,3.4657,32.2657,2.6072,70.4075
0.1085,4.072,3.5637,32.8957,2.6044,70.0628
0.1096,4.1554,3.636,32.3202,2.6036,69.6895
0.1036,4.365,3.8304,29.9947,2.6015,69.6401
0.0978,4.5532,4.0002,27.8158,2.6033,69.1745
0.0954,4.4205,3.8560000000000003,26.5529,2.6044,68.6078
0.0966,4.4608,3.8753,24.8205,2.6002,68.153
0.1013,4.8316,4.2298,22.5742,2.6008,68.1573
0.10099999999999999,5.056,4.4537,22.03,2.6038,68.4536
0.0994,5.3985,4.8052,22.0675,2.6010000000000004,69.0539
0.0976,4.9693,4.3536,22.7961,2.6107,69.8253
0.095,4.7055,4.0971,24.6187,2.611,70.4813
0.0971,4.6609,4.0447,25.3345,2.6069999999999998,71.1215
0.1029,4.4103,3.7937,27.0141,2.6061,71.2066
0.107,4.1159,3.4959,31.8977,2.6131,70.5641
0.1126,3.7728,3.1781,34.7778,2.6182,69.1613
0.1175,3.9873,3.3854,31.4743,2.6215,67.4671
0.1189,4.7348,4.1163,27.2054,2.627,66.0449
0.109,5.1439,4.5549,22.9586,2.6145,65.0417
0.0924,5.5935,5.0161,19.2138,2.6085,64.2065
0.0821,6.4233,5.664,18.3875,2.6115,63.9646
0.0788,7.0895,6.2373,18.6375,2.608,64.0494
0.0785,7.4739,6.5842,19.1407,2.6121,64.9104
0.0809,7.7121,6.7967,19.6625,2.6245,66.3711
0.0849,7.5936,6.7427,19.6695,2.6229,68.7281
0.0862,8.0781,7.1594,21.2724,2.6189,71.4222
0.0838,5.8716,5.275,26.9886,2.5985,74.8292
0.1811,2.946,2.7101,63.7652,2.5607,73.4253
0.1876,3.5003,3.2439999999999998,60.2248,2.5858,72.0257
0.1824,3.6937,3.4642,54.3445,2.5934,71.5451
0.1539,3.7072,3.4391,51.7614,2.6127,72.1891
0.1398,3.8352,3.5073,52.132,2.6363,73.1665
0.2223,2.9242,2.65,49.4187,2.5211,76.958
0.2339,2.9134,2.6281,52.1397,2.5133,75.8701
0.262,2.8160000000000003,2.5459,44.5927,2.5538,75.7581
0.2518,2.7719,2.5108,38.471,2.5728,76.7854
0.1563,2.7837,2.5023,24.0245,2.5935,73.5254
0.1472,2.9512,2.6442,25.2964,2.5923,75.3521
0.1407,2.9511,2.6441,27.2108,2.6001,77.2435
0.1557,2.9192,2.6307,32.2253,2.616,79.197
0.1653,2.8888,2.6377,43.1316,2.6201,80.7101
0.2098,2.6189999999999998,2.3604,52.0731,2.6032,81.0904
0.2071,2.6966,2.4221,52.7057,2.6121,80.5046
0.1755,2.6873,2.4164,44.0605,2.6086,77.7615
0.1709,2.8153,2.5218,42.8438,2.6121,77.4683
0.1757,2.7474,2.4431,43.4234,2.6022,77.4839
0.1796,2.7433,2.4399,45.9338,2.603,77.711
0.1801,2.6126,2.3197,48.5797,2.6014,77.8565
0.1941,2.6045,2.3195,47.0756,2.6033,78.3523
0.1841,2.6612,2.3912,46.9099,2.6026,79.0632
0.1912,2.6921,2.4101,63.6402,2.6002,79.2951
0.1571,3.3109,3.015,51.9333,2.6755,74.3621
0.1393,3.7391,3.3824,59.8352,2.6855,76.0078
0.6645,3.0628,2.63,225.8451,2.2595,116.5374
0.5767,3.6571,3.0802,222.738,2.2569,113.9832
0.5454,3.9664,3.3422,212.9229,2.2544,117.3919
0.5092,3.4865,2.8586,205.3245,2.2392,119.7841
0.4826,3.0478,2.4773,202.078,2.2031,114.0659
0.4862,3.8451,3.1805,200.4693,2.2078,109.0339
0.4774,4.6216,3.8739999999999997,197.3511,2.2845,106.7128
0.4411,3.6722,2.9989,175.8364,2.3497,106.03
